Time,Number of Individuals,,,,,
919,93,93,90,93,89,91.6
920,93,93,90,93,89,91.6
921,93,93,90,93,89,91.6
922,93,93,90,93,89,91.6
923,93,93,90,93,89,91.6
924,93,93,90,93,89,91.6
925,93,93,90,93,89,91.6
926,93,93,90,93,89,91.6
927,93,93,90,93,89,91.6
928,93,93,90,93,89,91.6
929,93,93,90,93,89,91.6
930,93,93,90,93,89,91.6
931,94,94,91,93,90,92.4
932,94,94,91,93,90,92.4
933,94,94,91,93,90,92.4
934,94,94,91,93,90,92.4
935,94,94,91,93,90,92.4
936,94,94,91,93,90,92.4
937,94,94,91,93,90,92.4
938,94,94,91,93,90,92.4
939,94,94,91,93,90,92.4
940,94,94,91,93,90,92.4
941,94,94,91,93,90,92.4
942,94,94,91,93,90,92.4
943,94,94,91,93,90,92.4
944,94,94,91,93,90,92.4
945,94,94,91,93,90,92.4
946,94,94,92,93,90,92.6
947,94,94,92,93,90,92.6
948,94,94,92,93,90,92.6
949,94,94,92,93,90,92.6
950,94,94,92,93,90,92.6
951,94,94,92,93,90,92.6
952,94,94,92,93,90,92.6
953,94,94,92,93,90,92.6
954,94,94,92,93,90,92.6
955,94,94,92,93,90,92.6
956,94,94,92,93,90,92.6
957,94,94,92,93,90,92.6
958,94,94,92,93,90,92.6
959,94,94,92,93,90,92.6
960,94,94,92,93,90,92.6
961,95,94,92,94,90,93
962,95,94,92,94,90,93
963,95,94,92,94,90,93
964,95,94,92,94,90,93
965,95,94,92,94,90,93
966,95,94,92,94,90,93
967,95,94,92,94,90,93
968,95,94,92,94,90,93
969,95,94,92,94,90,93
970,95,94,92,94,90,93
971,95,94,92,94,90,93
972,95,94,92,94,90,93
973,95,94,92,94,90,93
974,95,94,92,94,90,93
975,95,94,92,94,90,93
976,95,94,93,95,92,93.8
977,95,94,93,95,92,93.8
978,95,94,93,95,92,93.8
979,95,94,93,95,92,93.8
980,95,94,93,95,92,93.8
981,95,94,93,95,92,93.8
982,95,94,93,95,92,93.8
983,95,94,93,95,92,93.8
984,95,94,93,95,92,93.8
985,95,94,93,95,92,93.8
986,95,94,93,95,92,93.8
987,95,94,93,95,92,93.8
988,95,94,93,95,92,93.8
989,95,94,93,95,92,93.8
990,96,94,93,95,92,94
991,96,96,94,95,92,94.6
992,96,96,94,95,92,94.6
993,96,96,94,95,92,94.6
994,96,96,94,95,92,94.6
995,96,96,94,95,92,94.6
996,96,96,94,95,92,94.6
997,96,96,94,95,92,94.6
998,96,96,94,95,92,94.6
999,96,96,94,95,92,94.6
1000,96,96,94,95,92,94.6
1001,96,96,94,95,92,94.6
1002,96,96,94,95,92,94.6
1003,96,96,94,95,92,94.6
1004,96,96,94,95,92,94.6
1005,96,96,94,95,92,94.6
1006,96,96,94,95,92,94.6
1007,96,96,94,95,92,94.6
1008,96,96,94,95,92,94.6
1009,96,96,94,95,92,94.6
1010,96,96,94,95,92,94.6
1011,96,96,94,95,92,94.6
1012,96,96,94,95,92,94.6
1013,96,96,94,95,92,94.6
1014,96,96,94,95,92,94.6
1015,96,96,94,95,92,94.6
1016,96,96,94,95,92,94.6
1017,96,96,94,95,92,94.6
1018,96,96,94,95,92,94.6
1019,96,96,94,95,92,94.6
1020,96,96,94,95,92,94.6
1021,96,96,94,96,92,94.8
1022,96,96,94,96,92,94.8
1023,96,96,94,96,92,94.8
1024,96,96,94,96,92,94.8
1025,96,96,94,96,92,94.8
1026,96,96,94,96,92,94.8
1027,96,96,94,96,92,94.8
1028,96,96,94,96,92,94.8
1029,96,96,94,96,92,94.8
1030,96,96,94,96,92,94.8
1031,96,96,94,96,92,94.8
1032,96,96,94,96,92,94.8
1033,96,96,94,96,92,94.8
1034,96,96,94,96,92,94.8
1035,96,96,94,96,92,94.8
1036,96,96,94,96,92,94.8
1037,96,96,94,96,92,94.8
1038,96,96,94,96,92,94.8
1039,96,96,94,96,92,94.8
1040,96,96,94,96,92,94.8
1041,96,96,94,96,92,94.8
1042,96,96,94,96,92,94.8
1043,96,96,94,96,92,94.8
1044,96,96,94,96,92,94.8
1045,96,96,94,96,92,94.8
1046,96,96,94,96,92,94.8
1047,96,96,94,96,92,94.8
1048,96,96,94,96,92,94.8
1049,96,96,94,96,92,94.8
1050,96,96,94,96,92,94.8
1051,96,96,94,96,92,94.8
1052,96,96,94,96,92,94.8
1053,96,96,94,96,92,94.8
1054,96,96,94,96,92,94.8
1055,96,96,94,96,92,94.8
1056,96,96,94,96,92,94.8
1057,96,96,94,96,92,94.8
1058,96,96,94,96,92,94.8
1059,96,96,94,96,92,94.8
1060,96,96,94,96,92,94.8
1061,96,96,94,96,92,94.8
1062,96,96,94,96,92,94.8
1063,96,96,94,96,92,94.8
1064,96,96,94,96,92,94.8
1065,96,96,94,96,92,94.8
1066,96,96,95,96,93,95.2
1067,96,96,95,96,93,95.2
1068,96,96,95,96,93,95.2
1069,96,96,95,96,93,95.2
1070,96,96,95,96,93,95.2
1071,96,96,95,96,93,95.2
1072,96,96,95,96,93,95.2
1073,96,96,95,96,93,95.2
1074,96,96,95,96,93,95.2
1075,96,96,95,96,93,95.2
1076,96,96,95,96,93,95.2
1077,96,96,95,96,93,95.2
1078,96,96,95,96,93,95.2
1079,96,96,95,96,93,95.2
1080,96,96,95,96,93,95.2
1081,97,96,95,96,93,95.4
1082,97,96,95,96,93,95.4
1083,97,96,95,96,93,95.4
1084,97,96,95,96,93,95.4
1085,97,96,95,96,93,95.4
1086,97,96,95,96,93,95.4
1087,97,96,95,96,93,95.4
1088,97,96,95,96,93,95.4
1089,97,96,95,96,93,95.4
1090,97,96,95,96,93,95.4
1091,97,96,95,96,93,95.4
1092,97,96,95,96,93,95.4
1093,97,96,95,96,93,95.4
1094,97,96,95,96,93,95.4
1095,97,96,95,96,93,95.4
1096,99,96,95,96,93,95.8
1097,99,96,95,96,93,95.8
1098,99,96,95,96,93,95.8
1099,99,96,95,96,93,95.8
1100,99,96,95,96,93,95.8
1101,99,96,95,96,93,95.8
1102,99,96,95,96,93,95.8
1103,99,96,95,96,93,95.8
1104,99,96,95,96,93,95.8
1105,99,96,95,96,93,95.8
1106,99,96,95,96,93,95.8
1107,99,96,95,96,93,95.8
1108,99,96,95,96,93,95.8
1109,99,96,95,96,93,95.8
1110,99,96,95,96,93,95.8
1111,99,96,95,96,93,95.8
1112,99,96,95,96,93,95.8
1113,99,96,95,96,93,95.8
1114,99,96,95,96,93,95.8
1115,99,96,95,96,93,95.8
1116,99,96,95,96,93,95.8
1117,99,96,95,96,93,95.8
1118,99,96,95,96,93,95.8
1119,99,96,95,96,93,95.8
1120,99,96,95,96,93,95.8
1121,99,96,95,96,93,95.8
1122,99,96,95,96,93,95.8
1123,99,96,95,96,93,95.8
1124,99,96,95,96,93,95.8
1125,99,96,95,96,93,95.8
1126,99,97,95,96,95,96.4
1127,99,97,95,96,95,96.4
1128,99,97,95,96,95,96.4
1129,99,97,95,96,95,96.4
1130,99,97,95,96,95,96.4
1131,99,97,95,96,95,96.4
1132,99,97,95,96,95,96.4
1133,99,97,95,96,95,96.4
1134,99,97,95,96,95,96.4
1135,99,97,95,96,95,96.4
1136,99,97,95,96,95,96.4
1137,99,97,95,96,95,96.4
1138,99,97,95,96,95,96.4
1139,99,97,95,96,95,96.4
1140,99,97,95,96,95,96.4
1141,99,97,95,97,95,96.6
1142,99,97,95,97,95,96.6
1143,99,97,95,97,95,96.6
1144,99,97,95,97,95,96.6
1145,99,97,95,97,95,96.6
1146,99,97,95,97,95,96.6
1147,99,97,95,97,95,96.6
1148,99,97,95,97,95,96.6
1149,99,97,95,97,95,96.6
1150,99,97,95,97,95,96.6
1151,99,97,95,97,95,96.6
1152,99,97,95,97,95,96.6
1153,99,97,95,97,95,96.6
1154,99,97,95,97,95,96.6
1155,99,97,95,97,95,96.6
1156,99,97,95,98,95,96.8
1157,99,97,95,98,95,96.8
1158,99,97,95,98,95,96.8
1159,99,97,95,98,95,96.8
1160,99,97,95,98,95,96.8
1161,99,97,95,98,95,96.8
1162,99,97,95,98,95,96.8
1163,99,97,95,98,95,96.8
1164,99,97,95,98,95,96.8
1165,99,97,95,98,95,96.8
1166,99,97,95,98,95,96.8
1167,99,97,95,98,95,96.8
1168,99,97,95,98,95,96.8
1169,99,97,95,98,95,96.8
1170,99,97,95,98,95,96.8
1171,99,97,95,98,95,96.8
1172,99,97,95,98,95,96.8
1173,99,97,95,98,95,96.8
1174,99,97,95,98,95,96.8
1175,99,97,95,98,95,96.8
1176,99,97,95,98,95,96.8
1177,99,97,95,98,95,96.8
1178,99,97,95,98,95,96.8
1179,99,97,95,98,95,96.8
1180,99,97,95,98,95,96.8
1181,99,97,95,98,95,96.8
1182,99,97,95,98,95,96.8
1183,99,97,95,98,95,96.8
1184,99,97,95,98,95,96.8
1185,99,97,95,98,95,96.8
1186,99,97,96,98,95,97
1187,99,97,96,98,95,97
1188,99,97,96,98,95,97
1189,99,97,96,98,95,97
1190,99,97,96,98,95,97
1191,99,97,96,98,95,97
1192,99,97,96,98,95,97
1193,99,97,96,98,95,97
1194,99,97,96,98,95,97
1195,99,97,96,98,95,97
1196,99,97,96,98,95,97
1197,99,97,96,98,95,97
1198,99,97,96,98,95,97
1199,99,97,96,98,95,97
1200,99,97,96,98,95,97
1201,99,97,97,98,95,97.2
1202,99,97,97,98,95,97.2
1203,99,97,97,98,95,97.2
1204,99,97,97,98,95,97.2
1205,99,97,97,98,95,97.2
1206,99,97,97,98,95,97.2
1207,99,97,97,98,95,97.2
1208,99,97,97,98,95,97.2
1209,99,97,97,98,95,97.2
1210,99,97,97,98,95,97.2
1211,99,97,97,98,95,97.2
1212,99,97,97,98,95,97.2
1213,99,97,97,98,95,97.2
1214,99,97,97,98,95,97.2
1215,99,97,97,98,95,97.2
1216,99,97,97,98,95,97.2
1217,99,97,97,98,95,97.2
1218,99,97,97,98,95,97.2
1219,99,97,97,98,95,97.2
1220,99,97,97,98,95,97.2
1221,99,97,97,98,95,97.2
1222,99,97,97,98,95,97.2
1223,99,97,97,98,95,97.2
1224,99,97,97,98,95,97.2
1225,99,97,97,98,95,97.2
1226,99,97,97,98,95,97.2
1227,99,97,97,98,95,97.2
1228,99,97,97,98,95,97.2
1229,99,97,97,98,95,97.2
1230,99,97,97,98,95,97.2
1231,99,97,97,99,95,97.4
1232,99,97,97,99,95,97.4
1233,99,97,97,99,95,97.4
1234,99,97,97,99,95,97.4
1235,99,97,97,99,95,97.4
1236,99,97,97,99,95,97.4
1237,99,97,97,99,95,97.4
1238,99,97,97,99,95,97.4
1239,99,97,97,99,95,97.4
1240,99,97,97,99,95,97.4
1241,99,97,97,99,95,97.4
1242,99,97,97,99,95,97.4
1243,99,97,97,99,95,97.4
1244,99,97,97,99,95,97.4
1245,99,97,97,99,95,97.4
1246,100,97,97,99,95,97.6
1247,100,97,97,99,95,97.6
1248,100,97,97,99,95,97.6
1249,100,97,97,99,95,97.6
1250,100,97,97,99,95,97.6
1251,100,97,97,99,95,97.6
1252,100,97,97,99,95,97.6
1253,100,97,97,99,95,97.6
1254,100,97,97,99,95,97.6
1255,100,97,97,99,95,97.6
1256,100,97,97,99,95,97.6
1257,100,97,97,99,95,97.6
1258,100,97,97,99,95,97.6
1259,100,97,97,99,95,97.6
1260,100,97,97,99,95,97.6
1261,100,97,97,99,95,97.6
1262,100,97,97,99,95,97.6
1263,100,97,97,99,95,97.6
1264,100,97,97,99,95,97.6
1265,100,97,97,99,95,97.6
1266,100,97,97,99,95,97.6
1267,100,97,97,99,95,97.6
1268,100,97,97,99,95,97.6
1269,100,97,97,99,95,97.6
1270,100,97,97,99,95,97.6
1271,100,97,97,99,95,97.6
1272,100,97,97,99,95,97.6
1273,100,97,97,99,95,97.6
1274,100,97,97,99,95,97.6
1275,100,97,97,99,95,97.6
1276,100,97,97,99,95,97.6
1277,100,97,97,99,95,97.6
1278,100,97,97,99,95,97.6
1279,100,97,97,99,95,97.6
1280,100,97,97,99,95,97.6
1281,100,97,97,99,95,97.6
1282,100,97,97,99,95,97.6
1283,100,97,97,99,95,97.6
1284,100,97,97,99,95,97.6
1285,100,97,97,99,95,97.6
1286,100,97,97,99,95,97.6
1287,100,97,97,99,95,97.6
1288,100,97,97,99,95,97.6
1289,100,97,97,99,95,97.6
1290,100,97,97,99,95,97.6
1291,100,97,97,99,95,97.6
1292,100,97,97,99,95,97.6
1293,100,97,97,99,95,97.6
1294,100,97,97,99,95,97.6
1295,100,97,97,99,95,97.6
1296,100,97,97,99,95,97.6
1297,100,97,97,99,95,97.6
1298,100,97,97,99,95,97.6
1299,100,97,97,99,95,97.6
1300,100,97,97,99,95,97.6
1301,100,97,97,99,95,97.6
1302,100,97,97,99,95,97.6
1303,100,97,97,99,95,97.6
1304,100,97,97,99,95,97.6
1305,100,97,97,99,95,97.6
1306,100,97,98,99,95,97.8
1307,100,97,98,99,95,97.8
1308,100,97,98,99,95,97.8
1309,100,97,98,99,95,97.8
1310,100,97,98,99,95,97.8
1311,100,97,98,99,95,97.8
1312,100,97,98,99,95,97.8
1313,100,97,98,99,95,97.8
1314,100,97,98,99,95,97.8
1315,100,97,98,99,95,97.8
1316,100,97,98,99,95,97.8
1317,100,97,98,99,95,97.8
1318,100,97,98,99,95,97.8
1319,100,97,98,99,95,97.8
1320,100,97,98,99,95,97.8
1321,100,97,99,99,95,98
1322,100,97,99,99,95,98
1323,100,97,99,99,95,98
1324,100,97,99,99,95,98
1325,100,97,99,99,95,98
1326,100,97,99,99,95,98
1327,100,97,99,99,95,98
1328,100,97,99,99,95,98
1329,100,97,99,99,95,98
1330,100,97,99,99,95,98
1331,100,97,99,99,95,98
1332,100,97,99,99,95,98
1333,100,97,99,99,95,98
1334,100,97,99,99,95,98
1335,100,97,99,99,95,98
1336,100,97,99,99,96,98.2
1337,100,97,99,99,96,98.2
1338,100,97,99,99,96,98.2
1339,100,97,99,99,96,98.2
1340,100,97,99,99,96,98.2
1341,100,97,99,99,96,98.2
1342,100,97,99,99,96,98.2
1343,100,97,99,99,96,98.2
1344,100,97,99,99,96,98.2
1345,100,97,99,99,96,98.2
1346,100,97,99,99,96,98.2
1347,100,97,99,99,96,98.2
1348,100,97,99,99,96,98.2
1349,100,97,99,99,96,98.2
1350,100,97,99,99,96,98.2
1351,100,97,99,99,96,98.2
1352,100,97,99,99,96,98.2
1353,100,97,99,99,96,98.2
1354,100,97,99,99,96,98.2
1355,100,97,99,99,96,98.2
1356,100,97,99,99,96,98.2
1357,100,97,99,99,96,98.2
1358,100,97,99,99,96,98.2
1359,100,97,99,99,96,98.2
1360,100,97,99,99,96,98.2
1361,100,97,99,99,96,98.2
1362,100,97,99,99,96,98.2
1363,100,97,99,99,96,98.2
1364,100,97,99,99,96,98.2
1365,100,97,99,99,96,98.2
1366,100,97,99,99,96,98.2
1367,100,97,99,99,96,98.2
1368,100,97,99,99,96,98.2
1369,100,97,99,99,96,98.2
1370,100,97,99,99,96,98.2
1371,100,97,99,99,96,98.2
1372,100,97,99,99,96,98.2
1373,100,97,99,99,96,98.2
1374,100,97,99,99,96,98.2
1375,100,97,99,99,96,98.2
1376,100,97,99,99,96,98.2
1377,100,97,99,99,96,98.2
1378,100,97,99,99,96,98.2
1379,100,97,99,99,96,98.2
1380,100,97,99,99,96,98.2
1381,100,97,99,99,96,98.2
1382,100,97,99,99,96,98.2
1383,100,97,99,99,96,98.2
1384,100,97,99,99,96,98.2
1385,100,97,99,99,96,98.2
1386,100,97,99,99,96,98.2
1387,100,97,99,99,96,98.2
1388,100,97,99,99,96,98.2
1389,100,97,99,99,96,98.2
1390,100,97,99,99,96,98.2
1391,100,97,99,99,96,98.2
1392,100,97,99,99,96,98.2
1393,100,97,99,99,96,98.2
1394,100,97,99,99,96,98.2
1395,100,97,99,99,96,98.2
1396,100,97,99,99,97,98.4
1397,100,97,99,99,97,98.4
1398,100,97,99,99,97,98.4
1399,100,97,99,99,97,98.4
1400,100,97,99,99,97,98.4
1401,100,97,99,99,97,98.4
1402,100,97,99,99,97,98.4
1403,100,97,99,99,97,98.4
1404,100,97,99,99,97,98.4
1405,100,97,99,99,97,98.4
1406,100,97,99,99,97,98.4
1407,100,97,99,99,97,98.4
1408,100,97,99,99,97,98.4
1409,100,97,99,99,97,98.4
1410,100,97,99,99,97,98.4
1411,100,97,99,99,97,98.4
1412,100,97,99,99,97,98.4
1413,100,97,99,99,97,98.4
1414,100,97,99,99,97,98.4
1415,100,97,99,99,97,98.4
1416,100,97,99,99,97,98.4
1417,100,97,99,99,97,98.4
1418,100,97,99,99,97,98.4
1419,100,97,99,99,97,98.4
1420,100,97,99,99,97,98.4
1421,100,97,99,99,97,98.4
1422,100,97,99,99,97,98.4
1423,100,97,99,99,97,98.4
1424,100,97,99,99,97,98.4
1425,100,97,99,99,97,98.4
1426,100,97,99,99,97,98.4
1427,100,97,99,99,97,98.4
1428,100,97,99,99,97,98.4
1429,100,97,99,99,97,98.4
1430,100,97,99,99,97,98.4
1431,100,97,99,99,97,98.4
1432,100,97,99,99,97,98.4
1433,100,97,99,99,97,98.4
1434,100,97,99,99,97,98.4
1435,100,97,99,99,97,98.4
1436,100,97,99,99,97,98.4
1437,100,97,99,99,97,98.4
1438,100,97,99,99,97,98.4
1439,100,97,99,99,97,98.4
1440,100,97,99,99,97,98.4
1441,100,97,99,99,97,98.4
1442,100,97,99,99,97,98.4
1443,100,97,99,99,97,98.4
1444,100,97,99,99,97,98.4
1445,100,97,99,99,97,98.4
1446,100,97,99,99,97,98.4
1447,100,97,99,99,97,98.4
1448,100,97,99,99,97,98.4
1449,100,97,99,99,97,98.4
1450,100,97,99,99,97,98.4
1451,100,97,99,99,97,98.4
1452,100,97,99,99,97,98.4
1453,100,97,99,99,97,98.4
1454,100,97,99,99,97,98.4
1455,100,97,99,99,97,98.4
1456,100,97,99,99,97,98.4
1457,100,97,99,99,97,98.4
1458,100,97,99,99,97,98.4
1459,100,97,99,99,97,98.4
1460,100,97,99,99,97,98.4
1461,100,97,99,99,97,98.4
1462,100,97,99,99,97,98.4
1463,100,97,99,99,97,98.4
1464,100,97,99,99,97,98.4
1465,100,97,99,99,97,98.4
1466,100,97,99,99,97,98.4
1467,100,97,99,99,97,98.4
1468,100,97,99,99,97,98.4
1469,100,97,99,99,97,98.4
1470,100,97,99,99,97,98.4
1471,100,97,99,99,97,98.4
1472,100,97,99,99,97,98.4
1473,100,97,99,99,97,98.4
1474,100,97,99,99,97,98.4
1475,100,97,99,99,97,98.4
1476,100,97,99,99,97,98.4
1477,100,97,99,99,97,98.4
1478,100,97,99,99,97,98.4
1479,100,97,99,99,97,98.4
1480,100,97,99,99,97,98.4
1481,100,97,99,99,97,98.4
1482,100,97,99,99,97,98.4
1483,100,97,99,99,97,98.4
1484,100,97,99,99,97,98.4
1485,100,97,99,99,97,98.4
1486,100,97,99,99,97,98.4
1487,100,97,99,99,97,98.4
1488,100,97,99,99,97,98.4
1489,100,97,99,99,97,98.4
1490,100,97,99,99,97,98.4
1491,100,97,99,99,97,98.4
1492,100,97,99,99,97,98.4
1493,100,97,99,99,97,98.4
1494,100,97,99,99,97,98.4
1495,100,97,99,99,97,98.4
1496,100,97,99,99,97,98.4
1497,100,97,99,99,97,98.4
1498,100,97,99,99,97,98.4
1499,100,97,99,99,97,98.4
1500,100,97,99,99,97,98.4
1501,100,97,99,99,97,98.4
1502,100,97,99,99,97,98.4
1503,100,97,99,99,97,98.4
1504,100,97,99,99,97,98.4
1505,100,97,99,99,97,98.4
1506,100,97,99,99,97,98.4
1507,100,97,99,99,97,98.4
1508,100,97,99,99,97,98.4
1509,100,97,99,99,97,98.4
1510,100,97,99,99,97,98.4
1511,100,97,99,99,97,98.4
1512,100,97,99,99,97,98.4
1513,100,97,99,99,97,98.4
1514,100,97,99,99,97,98.4
1515,100,97,99,99,97,98.4
1516,100,97,99,99,97,98.4
1517,100,97,99,99,97,98.4
1518,100,97,99,99,97,98.4
1519,100,97,99,99,97,98.4
1520,100,97,99,99,97,98.4
1521,100,97,99,99,97,98.4
1522,100,97,99,99,97,98.4
1523,100,97,99,99,97,98.4
1524,100,97,99,99,97,98.4
1525,100,97,99,99,97,98.4
1526,100,97,99,99,97,98.4
1527,100,97,99,99,97,98.4
1528,100,97,99,99,97,98.4
1529,100,97,99,99,97,98.4
1530,100,97,99,99,97,98.4
1531,100,97,99,99,97,98.4
1532,100,97,99,99,97,98.4
1533,100,97,99,99,97,98.4
1534,100,97,99,99,97,98.4
1535,100,97,99,99,97,98.4
1536,100,97,99,99,97,98.4
1537,100,97,99,99,97,98.4
1538,100,97,99,99,97,98.4
1539,100,97,99,99,97,98.4
1540,100,97,99,99,97,98.4
1541,100,97,99,99,97,98.4
1542,100,97,99,99,97,98.4
1543,100,97,99,99,97,98.4
1544,100,97,99,99,97,98.4
1545,100,97,99,99,97,98.4
1546,100,97,99,99,97,98.4
1547,100,97,99,99,97,98.4
1548,100,97,99,99,97,98.4
1549,100,97,99,99,97,98.4
1550,100,97,99,99,97,98.4
1551,100,97,99,99,97,98.4
1552,100,97,99,99,97,98.4
1553,100,97,99,99,97,98.4
1554,100,97,99,99,97,98.4
1555,100,97,99,99,97,98.4
1556,100,97,99,99,97,98.4
1557,100,97,99,99,97,98.4
1558,100,97,99,99,97,98.4
1559,100,97,99,99,97,98.4
1560,100,97,99,99,97,98.4
1561,100,97,99,99,97,98.4
1562,100,97,99,99,97,98.4
1563,100,97,99,99,97,98.4
1564,100,97,99,99,97,98.4
1565,100,97,99,99,97,98.4
1566,100,97,99,99,97,98.4
1567,100,97,99,99,97,98.4
1568,100,97,99,99,97,98.4
1569,100,97,99,99,97,98.4
1570,100,97,99,99,97,98.4
1571,100,97,99,99,97,98.4
1572,100,97,99,99,97,98.4
1573,100,97,99,99,97,98.4
1574,100,97,99,99,97,98.4
1575,100,97,99,99,97,98.4
1576,100,97,99,99,97,98.4
1577,100,97,99,99,97,98.4
1578,100,97,99,99,97,98.4
1579,100,97,99,99,97,98.4
1580,100,97,99,99,97,98.4
1581,100,97,99,99,97,98.4
1582,100,97,99,99,97,98.4
1583,100,97,99,99,97,98.4
1584,100,97,99,99,97,98.4
1585,100,97,99,99,97,98.4
1586,100,97,99,99,97,98.4
1587,100,97,99,99,97,98.4
1588,100,97,99,99,97,98.4
1589,100,97,99,99,97,98.4
1590,100,97,99,99,97,98.4
1591,100,97,99,99,97,98.4
1592,100,97,99,99,97,98.4
1593,100,97,99,99,97,98.4
1594,100,97,99,99,97,98.4
1595,100,97,99,99,97,98.4
1596,100,97,99,99,97,98.4
1597,100,97,99,99,97,98.4
1598,100,97,99,99,97,98.4
1599,100,97,99,99,97,98.4
1600,100,97,99,99,97,98.4
1601,100,97,99,99,97,98.4
1602,100,97,99,99,97,98.4
1603,100,97,99,99,97,98.4
1604,100,97,99,99,97,98.4
1605,100,97,99,99,97,98.4
1606,100,97,99,99,97,98.4
1607,100,97,99,99,97,98.4
1608,100,97,99,99,97,98.4
1609,100,97,99,99,97,98.4
1610,100,97,99,99,97,98.4
1611,100,97,99,99,97,98.4
1612,100,97,99,99,97,98.4
1613,100,97,99,99,97,98.4
1614,100,97,99,99,97,98.4
1615,100,97,99,99,97,98.4
1616,100,97,99,99,97,98.4
1617,100,97,99,99,97,98.4
1618,100,97,99,99,97,98.4
1619,100,97,99,99,97,98.4
1620,100,97,99,99,97,98.4
1621,100,97,99,99,97,98.4
1622,100,97,99,99,97,98.4
1623,100,97,99,99,97,98.4
1624,100,97,99,99,97,98.4
1625,100,97,99,99,97,98.4
1626,100,97,99,99,97,98.4
1627,100,97,99,99,97,98.4
1628,100,97,99,99,97,98.4
1629,100,97,99,99,97,98.4
1630,100,97,99,99,97,98.4
1631,100,97,99,99,97,98.4
1632,100,97,99,99,97,98.4
1633,100,97,99,99,97,98.4
1634,100,97,99,99,97,98.4
1635,100,97,99,99,97,98.4
1636,100,97,99,99,97,98.4
1637,100,97,99,99,97,98.4
1638,100,97,99,99,97,98.4
1639,100,97,99,99,97,98.4
1640,100,97,99,99,97,98.4
1641,100,97,99,99,97,98.4
1642,100,97,99,99,97,98.4
1643,100,97,99,99,97,98.4
1644,100,97,99,99,97,98.4
1645,100,97,99,99,97,98.4
1646,100,97,99,99,97,98.4
1647,100,97,99,99,97,98.4
1648,100,97,99,99,97,98.4
1649,100,97,99,99,97,98.4
1650,100,97,99,99,97,98.4
1651,100,97,99,99,97,98.4
1652,100,97,99,99,97,98.4
1653,100,97,99,99,97,98.4
1654,100,97,99,99,97,98.4
1655,100,97,99,99,97,98.4
1656,100,97,99,99,97,98.4
1657,100,97,99,99,97,98.4
1658,100,97,99,99,97,98.4
1659,100,97,99,99,97,98.4
1660,100,97,99,99,97,98.4
1661,100,97,99,99,97,98.4
1662,100,97,99,99,97,98.4
1663,100,97,99,99,97,98.4
1664,100,97,99,99,97,98.4
1665,100,97,99,99,97,98.4
1666,100,97,99,99,97,98.4
1667,100,97,99,99,97,98.4
1668,100,97,99,99,97,98.4
1669,100,97,99,99,97,98.4
1670,100,97,99,99,97,98.4
1671,100,97,99,99,97,98.4
1672,100,97,99,99,97,98.4
1673,100,97,99,99,97,98.4
1674,100,97,99,99,97,98.4
1675,100,97,99,99,97,98.4
1676,100,97,99,99,97,98.4
1677,100,97,99,99,97,98.4
1678,100,97,99,99,97,98.4
1679,100,97,99,99,97,98.4
1680,100,97,99,99,97,98.4
1681,100,97,99,99,97,98.4
1682,100,97,99,99,97,98.4
1683,100,97,99,99,97,98.4
1684,100,97,99,99,97,98.4
1685,100,97,99,99,97,98.4
1686,100,97,99,99,97,98.4
1687,100,97,99,99,97,98.4
1688,100,97,99,99,97,98.4
1689,100,97,99,99,97,98.4
1690,100,97,99,99,97,98.4
1691,100,97,99,99,97,98.4
1692,100,97,99,99,97,98.4
1693,100,97,99,99,97,98.4
1694,100,97,99,99,97,98.4
1695,100,97,99,99,97,98.4
1696,100,97,99,99,97,98.4
1697,100,97,99,99,97,98.4
1698,100,97,99,99,97,98.4
1699,100,97,99,99,97,98.4
1700,100,97,99,99,97,98.4
1701,100,97,99,99,97,98.4
1702,100,97,99,99,97,98.4
1703,100,97,99,99,97,98.4
1704,100,97,99,99,97,98.4
1705,100,97,99,99,97,98.4
1706,100,97,99,99,97,98.4
1707,100,97,99,99,97,98.4
1708,100,97,99,99,97,98.4
1709,100,97,99,99,97,98.4
1710,100,97,99,99,97,98.4
1711,100,97,99,99,97,98.4
1712,100,97,99,99,97,98.4
1713,100,97,99,99,97,98.4
1714,100,97,99,99,97,98.4
1715,100,97,99,99,97,98.4
1716,100,97,99,99,97,98.4
1717,100,97,99,99,97,98.4
1718,100,97,99,99,97,98.4
1719,100,97,99,99,97,98.4
1720,100,97,99,99,97,98.4
1721,100,97,99,99,97,98.4
1722,100,97,99,99,97,98.4
1723,100,97,99,99,97,98.4
1724,100,97,99,99,97,98.4
1725,100,97,99,99,97,98.4
1726,100,97,99,99,97,98.4
1727,100,97,99,99,97,98.4
1728,100,97,99,99,97,98.4
1729,100,97,99,99,97,98.4
1730,100,97,99,99,97,98.4
1731,100,97,99,99,97,98.4
1732,100,97,99,99,97,98.4
1733,100,97,99,99,97,98.4
1734,100,97,99,99,97,98.4
1735,100,97,99,99,97,98.4
1736,100,97,99,99,97,98.4
1737,100,97,99,99,97,98.4
1738,100,97,99,99,97,98.4
1739,100,97,99,99,97,98.4
1740,100,97,99,99,97,98.4
1741,100,97,99,99,97,98.4
1742,100,97,99,99,97,98.4
1743,100,97,99,99,97,98.4
1744,100,97,99,99,97,98.4
1745,100,97,99,99,97,98.4
1746,100,97,99,99,97,98.4
1747,100,97,99,99,97,98.4
1748,100,97,99,99,97,98.4
1749,100,97,99,99,97,98.4
1750,100,97,99,99,97,98.4
