0, 10
1, 10
2, 10
3, 14
4, 14
5, 18
6, 19
7, 19
8, 19
9, 19
10, 19
11, 20
12, 20
13, 20
14, 20
15, 20
16, 20
17, 20
18, 21
19, 21
20, 21
21, 21
22, 21
23, 21
24, 21
25, 21
26, 21
27, 21
28, 21
29, 22
30, 22
31, 22
32, 22
33, 22
34, 22
35, 24
36, 24
37, 25
38, 25
39, 25
40, 25
41, 27
42, 27
43, 28
44, 28
45, 28
46, 28
47, 30
48, 30
49, 30
50, 30
51, 31
52, 31
53, 32
54, 32
55, 32
56, 33
57, 34
58, 34
59, 35
60, 35
61, 34
62, 34
63, 37
64, 37
65, 37
66, 37
67, 37
68, 37
69, 37
70, 37
71, 37
72, 38
73, 38
74, 39
75, 39
76, 38
77, 38
78, 39
79, 41
80, 41
81, 41
82, 41
83, 41
84, 41
85, 43
86, 43
87, 44
88, 44
89, 47
90, 47
91, 44
92, 44
93, 45
94, 45
95, 46
96, 46
97, 46
98, 46
99, 46
100, 46
101, 46
102, 46
103, 48
104, 48
105, 48
106, 46
107, 47
108, 47
109, 47
110, 47
111, 47
112, 47
113, 47
114, 47
115, 47
116, 47
117, 47
118, 47
119, 48
120, 49
121, 47
122, 47
123, 47
124, 47
125, 47
126, 47
127, 48
128, 48
129, 48
130, 48
131, 50
132, 50
133, 50
134, 50
135, 52
136, 48
137, 49
138, 49
139, 50
140, 50
141, 50
142, 50
143, 54
144, 54
145, 55
146, 55
147, 55
148, 55
149, 56
150, 56
151, 54
152, 54
153, 55
154, 55
155, 55
156, 55
157, 56
158, 56
159, 56
160, 56
161, 57
162, 57
163, 59
164, 59
165, 59
166, 59
167, 59
168, 59
169, 61
170, 61
171, 62
172, 62
173, 62
174, 62
175, 62
176, 62
177, 62
178, 62
179, 63
180, 63
181, 59
182, 59
183, 60
184, 60
185, 61
186, 61
187, 62
188, 62
189, 63
190, 63
191, 63
192, 63
193, 63
194, 63
195, 62
196, 61
197, 61
198, 61
199, 61
200, 61
201, 62
202, 62
203, 62
204, 62
205, 63
206, 64
207, 64
208, 64
209, 64
210, 64
211, 64
212, 64
213, 64
214, 64
215, 64
216, 64
217, 64
218, 64
219, 64
220, 64
221, 65
222, 65
223, 66
224, 66
225, 66
226, 63
227, 63
228, 63
229, 63
230, 63
231, 63
232, 63
233, 63
234, 63
235, 63
236, 63
237, 63
238, 63
239, 63
240, 63
241, 63
242, 63
243, 63
244, 63
245, 64
246, 64
247, 64
248, 64
249, 65
250, 65
251, 65
